taxname_lca_NTorNR
Anas platyrhynchos papillomavirus 2
brine shrimp yue-like virus 3
Caudoviricetes sp.
Decapodiridovirus
Fadolivirus algeromassiliense
Gallid alphaherpesvirus 1
Hubei orthoptera virus 4
Iridoviridae
Megrivirus
Mimivirus sp.
Narnavirus sp.
Nucleocytoviricota
Orthonairovirus
Pandoravirus aubagnensis
Riboviria sp.
Severe acute respiratory syndrome coronavirus 2
Alphabaculovirus spliturae
Iltovirus gallidalpha1
Monkeypox virus
Phlebovirus limboense
